timestamp,src_ip,dst_ip,dst_port,protocol,bytes
2025-10-26T11:01:42+00:00,10.1.5.121,151.101.193.140,80,6,13789
2025-10-26T11:01:43+00:00,10.1.5.121,23.45.67.89,80,17,18548
2025-10-26T11:01:43+00:00,10.1.5.55,104.18.6.202,53,6,5429
2025-10-26T11:01:43+00:00,10.1.5.97,104.18.7.203,80,6,1546
2025-10-26T11:01:44+00:00,10.1.5.108,23.45.67.89,53,6,3951
2025-10-26T11:01:44+00:00,10.1.5.97,23.45.67.89,53,17,15179
2025-10-26T11:01:45+00:00,10.1.5.44,104.18.6.202,80,17,17084
2025-10-26T11:01:45+00:00,10.1.5.108,23.45.67.89,8080,6,11889
2025-10-26T11:01:45+00:00,10.1.5.55,104.18.7.203,53,17,19424
2025-10-26T11:01:48+00:00,10.1.5.44,104.18.6.202,8080,6,5339
2025-10-26T11:01:48+00:00,10.1.5.121,23.45.67.89,22,6,5381
2025-10-26T11:01:49+00:00,10.1.5.121,23.45.67.89,8080,17,15461
2025-10-26T11:01:50+00:00,10.1.5.33,172.217.14.228,8080,6,9280
2025-10-26T11:01:51+00:00,10.1.5.44,151.101.193.140,22,6,11990
2025-10-26T11:01:52+00:00,10.1.5.97,151.101.193.140,80,17,13315
2025-10-26T11:01:54+00:00,10.1.5.108,151.101.193.140,53,6,963
2025-10-26T11:01:54+00:00,10.1.5.108,104.18.7.203,22,17,9858
2025-10-26T11:01:55+00:00,10.1.5.97,23.45.67.89,8443,6,3561
2025-10-26T11:01:58+00:00,10.1.5.33,23.45.67.89,8080,6,13474
2025-10-26T11:02:02+00:00,10.1.5.97,172.217.14.228,443,6,18766
2025-10-26T11:02:02+00:00,10.1.5.97,104.18.6.202,8443,17,11661
2025-10-26T11:02:04+00:00,10.1.5.55,104.18.6.202,443,6,14463
2025-10-26T11:02:04+00:00,10.1.5.44,151.101.193.140,22,6,11611
2025-10-26T11:02:07+00:00,10.1.5.44,104.18.5.201,443,17,19707
2025-10-26T11:02:08+00:00,10.1.5.97,198.51.100.202,443,6,257
2025-10-26T11:02:08+00:00,10.1.5.108,104.18.5.201,80,17,12771
2025-10-26T11:02:10+00:00,10.1.5.121,104.18.5.201,8080,17,7145
2025-10-26T11:02:14+00:00,10.1.5.108,172.217.14.228,443,17,10293
2025-10-26T11:02:16+00:00,10.1.5.121,172.217.14.228,22,17,4984
2025-10-26T11:02:17+00:00,10.1.5.44,104.18.7.203,53,17,7418
2025-10-26T11:02:17+00:00,10.1.5.33,104.18.5.201,22,6,2002
2025-10-26T11:02:18+00:00,10.1.5.121,172.217.14.228,8080,6,17247
2025-10-26T11:02:18+00:00,10.1.5.108,172.217.14.228,80,6,12866
2025-10-26T11:02:19+00:00,10.1.5.55,104.18.5.201,8443,6,3259
2025-10-26T11:02:20+00:00,10.1.5.108,151.101.193.140,22,6,9764
2025-10-26T11:02:21+00:00,10.1.5.44,151.101.193.140,53,17,11292
2025-10-26T11:02:22+00:00,10.1.5.44,104.18.7.203,53,6,6627
2025-10-26T11:02:22+00:00,10.1.5.55,151.101.193.140,8443,6,17779
2025-10-26T11:02:23+00:00,10.1.5.44,23.45.67.89,8443,6,9198
2025-10-26T11:02:23+00:00,10.1.5.108,104.18.5.201,53,6,10346
2025-10-26T11:02:25+00:00,10.1.5.33,104.18.6.202,80,6,19583
2025-10-26T11:02:26+00:00,10.1.5.121,104.18.6.202,22,17,10404
2025-10-26T11:02:28+00:00,10.1.5.108,104.18.6.202,22,17,1614
2025-10-26T11:02:28+00:00,10.1.5.33,104.18.5.201,8443,17,10577
2025-10-26T11:02:29+00:00,10.1.5.55,104.18.5.201,53,6,1675
2025-10-26T11:02:30+00:00,10.1.5.44,172.217.14.228,8080,17,897
2025-10-26T11:02:32+00:00,10.1.5.97,151.101.193.140,53,6,13949
2025-10-26T11:02:34+00:00,10.1.5.33,23.45.67.89,443,6,1787
2025-10-26T11:02:35+00:00,10.1.5.97,23.45.67.89,80,6,12033
2025-10-26T11:02:36+00:00,10.1.5.121,172.217.14.228,53,6,13936
2025-10-26T11:02:36+00:00,10.1.5.33,104.18.6.202,53,17,9881
2025-10-26T11:02:37+00:00,10.1.5.55,104.18.7.203,8080,6,2204
2025-10-26T11:02:37+00:00,10.1.5.44,104.18.7.203,8443,6,4414
2025-10-26T11:02:39+00:00,10.1.5.108,151.101.193.140,53,6,5011
2025-10-26T11:02:43+00:00,10.1.5.33,151.101.193.140,8080,6,3881
2025-10-26T11:02:43+00:00,10.1.5.97,151.101.193.140,53,17,8898
2025-10-26T11:02:44+00:00,10.1.5.108,151.101.193.140,80,6,843
2025-10-26T11:02:46+00:00,10.1.5.33,104.18.6.202,443,6,15087
2025-10-26T11:02:47+00:00,10.1.5.44,23.45.67.89,8080,17,14046
2025-10-26T11:02:48+00:00,10.1.5.97,104.18.7.203,443,6,7243
2025-10-26T11:02:48+00:00,10.1.5.44,172.217.14.228,443,6,11492
2025-10-26T11:02:49+00:00,10.1.5.33,172.217.14.228,8443,6,6234
2025-10-26T11:02:52+00:00,10.1.5.33,151.101.193.140,443,6,17074
2025-10-26T11:02:53+00:00,10.1.5.44,172.217.14.228,22,6,17166
2025-10-26T11:02:55+00:00,10.1.5.97,104.18.6.202,53,17,19047
2025-10-26T11:02:56+00:00,10.1.5.121,104.18.7.203,443,6,14628
2025-10-26T11:02:56+00:00,10.1.5.97,104.18.5.201,8080,6,11926
2025-10-26T11:02:57+00:00,10.1.5.97,104.18.5.201,22,6,13526
2025-10-26T11:02:58+00:00,10.1.5.97,104.18.7.203,80,6,4313
2025-10-26T11:03:00+00:00,10.1.5.97,151.101.193.140,8443,17,18364
2025-10-26T11:03:01+00:00,10.1.5.44,23.45.67.89,8443,17,5011
2025-10-26T11:03:02+00:00,10.1.5.55,172.217.14.228,53,17,18425
2025-10-26T11:03:02+00:00,10.1.5.121,151.101.193.140,8080,6,6883
2025-10-26T11:03:03+00:00,10.1.5.108,151.101.193.140,8443,6,19621
2025-10-26T11:03:05+00:00,10.1.5.33,23.45.67.89,22,6,10527
2025-10-26T11:03:06+00:00,10.1.5.44,172.217.14.228,22,17,10899
2025-10-26T11:03:08+00:00,10.1.5.121,23.45.67.89,8443,17,15056
2025-10-26T11:03:08+00:00,10.1.5.97,23.45.67.89,443,17,10516
2025-10-26T11:03:09+00:00,10.1.5.121,172.217.14.228,8443,6,12258
2025-10-26T11:03:10+00:00,10.1.5.55,172.217.14.228,80,6,5527
2025-10-26T11:03:10+00:00,10.1.5.97,104.18.7.203,8443,6,2429
2025-10-26T11:03:10+00:00,10.1.5.55,104.18.5.201,80,6,7236
2025-10-26T11:03:13+00:00,10.1.5.108,104.18.6.202,8443,17,19604
2025-10-26T11:03:14+00:00,10.1.5.97,198.51.100.202,443,17,177
2025-10-26T11:03:14+00:00,10.1.5.44,104.18.5.201,53,6,9976
2025-10-26T11:03:17+00:00,10.1.5.108,23.45.67.89,8080,17,4621
2025-10-26T11:03:18+00:00,10.1.5.55,104.18.7.203,443,17,19705
2025-10-26T11:03:18+00:00,10.1.5.55,104.18.6.202,53,6,3250
2025-10-26T11:03:19+00:00,10.1.5.97,172.217.14.228,80,6,16681
2025-10-26T11:03:22+00:00,10.1.5.108,23.45.67.89,22,6,2473
2025-10-26T11:03:23+00:00,10.1.5.108,151.101.193.140,22,6,7393
2025-10-26T11:03:23+00:00,10.1.5.97,104.18.5.201,22,17,17239
2025-10-26T11:03:24+00:00,10.1.5.55,104.18.5.201,53,6,11891
2025-10-26T11:03:24+00:00,10.1.5.97,23.45.67.89,8443,6,10977
2025-10-26T11:03:25+00:00,10.1.5.108,172.217.14.228,443,17,973
2025-10-26T11:03:25+00:00,10.1.5.44,151.101.193.140,8443,17,8760
2025-10-26T11:03:26+00:00,10.1.5.108,104.18.6.202,8080,6,362
2025-10-26T11:03:26+00:00,10.1.5.33,172.217.14.228,8443,17,17193
2025-10-26T11:03:27+00:00,10.1.5.121,172.217.14.228,8443,17,10338
2025-10-26T11:03:27+00:00,10.1.5.97,104.18.6.202,8080,17,9063
2025-10-26T11:03:27+00:00,10.1.5.121,172.217.14.228,22,17,6032
2025-10-26T11:03:28+00:00,10.1.5.108,104.18.5.201,80,6,16861
2025-10-26T11:03:28+00:00,10.1.5.97,172.217.14.228,22,6,8375
2025-10-26T11:03:32+00:00,10.1.5.33,104.18.6.202,8080,17,19929
2025-10-26T11:03:32+00:00,10.1.5.33,104.18.7.203,443,6,5763
2025-10-26T11:03:33+00:00,10.1.5.97,172.217.14.228,8080,17,16924
2025-10-26T11:03:33+00:00,10.1.5.55,104.18.5.201,80,17,11507
2025-10-26T11:03:33+00:00,10.1.5.108,104.18.7.203,80,6,7109
2025-10-26T11:03:34+00:00,10.1.5.33,104.18.5.201,8443,6,12760
2025-10-26T11:03:38+00:00,10.1.5.108,151.101.193.140,8080,6,16371
2025-10-26T11:03:39+00:00,10.1.5.55,172.217.14.228,53,6,634
2025-10-26T11:03:41+00:00,10.1.5.97,23.45.67.89,443,17,944
2025-10-26T11:03:41+00:00,10.1.5.108,151.101.193.140,80,17,2025
2025-10-26T11:03:41+00:00,10.1.5.121,104.18.6.202,443,6,18329
2025-10-26T11:03:43+00:00,10.1.5.97,104.18.6.202,8443,6,16794
2025-10-26T11:03:44+00:00,10.1.5.55,104.18.7.203,22,17,17692
2025-10-26T11:03:44+00:00,10.1.5.97,104.18.5.201,8443,6,19614
2025-10-26T11:03:46+00:00,10.1.5.97,151.101.193.140,22,6,8099
2025-10-26T11:03:46+00:00,10.1.5.97,172.217.14.228,443,17,684
2025-10-26T11:03:46+00:00,10.1.5.44,172.217.14.228,53,6,3935
2025-10-26T11:03:47+00:00,10.1.5.108,172.217.14.228,80,6,8707
2025-10-26T11:03:48+00:00,10.1.5.55,104.18.6.202,8443,6,1615
2025-10-26T11:03:49+00:00,10.1.5.121,172.217.14.228,22,17,808
2025-10-26T11:03:50+00:00,10.1.5.55,104.18.5.201,53,6,8836
2025-10-26T11:03:51+00:00,10.1.5.44,23.45.67.89,443,17,19089
2025-10-26T11:03:52+00:00,10.1.5.121,104.18.5.201,22,6,1396
2025-10-26T11:03:52+00:00,10.1.5.33,172.217.14.228,443,6,8767
2025-10-26T11:03:53+00:00,10.1.5.44,151.101.193.140,80,17,16180
2025-10-26T11:03:53+00:00,10.1.5.97,172.217.14.228,8080,6,6672
2025-10-26T11:03:53+00:00,10.1.5.55,104.18.7.203,22,6,2962
2025-10-26T11:03:53+00:00,10.1.5.97,151.101.193.140,8080,6,581
2025-10-26T11:03:55+00:00,10.1.5.108,104.18.6.202,80,17,7284
2025-10-26T11:03:56+00:00,10.1.5.97,104.18.7.203,80,6,19106
2025-10-26T11:03:58+00:00,10.1.5.44,151.101.193.140,8080,17,7004
2025-10-26T11:03:58+00:00,10.1.5.121,172.217.14.228,443,6,8538
2025-10-26T11:04:00+00:00,10.1.5.108,104.18.6.202,53,17,5985
2025-10-26T11:04:02+00:00,10.1.5.108,172.217.14.228,443,6,17421
2025-10-26T11:04:02+00:00,10.1.5.121,151.101.193.140,443,6,506
2025-10-26T11:04:03+00:00,10.1.5.33,104.18.5.201,8443,17,3187
2025-10-26T11:04:03+00:00,10.1.5.44,104.18.7.203,443,6,19661
2025-10-26T11:04:03+00:00,10.1.5.97,104.18.7.203,80,6,13389
2025-10-26T11:04:04+00:00,10.1.5.55,151.101.193.140,443,6,5211
2025-10-26T11:04:05+00:00,10.1.5.108,129.6.15.28,123,17,100
2025-10-26T11:04:05+00:00,10.1.5.44,104.18.7.203,443,17,7533
2025-10-26T11:04:05+00:00,10.1.5.121,104.18.5.201,8443,17,7502
2025-10-26T11:04:06+00:00,10.1.5.97,151.101.193.140,443,17,5525
2025-10-26T11:04:06+00:00,10.1.5.55,151.101.193.140,22,6,12700
2025-10-26T11:04:06+00:00,10.1.5.55,104.18.6.202,80,6,19115
2025-10-26T11:04:07+00:00,10.1.5.55,104.18.5.201,8080,6,8554
2025-10-26T11:04:09+00:00,10.1.5.44,104.18.5.201,22,6,3004
2025-10-26T11:04:10+00:00,10.1.5.121,23.45.67.89,53,6,14052
2025-10-26T11:04:10+00:00,10.1.5.33,172.217.14.228,8080,6,19435
2025-10-26T11:04:11+00:00,10.1.5.33,172.217.14.228,8080,17,5029
2025-10-26T11:04:11+00:00,10.1.5.121,23.45.67.89,80,6,9584
2025-10-26T11:04:14+00:00,10.1.5.108,23.45.67.89,80,17,16711
2025-10-26T11:04:14+00:00,10.1.5.44,151.101.193.140,22,17,11264
2025-10-26T11:04:15+00:00,10.1.5.33,151.101.193.140,80,6,16325
2025-10-26T11:04:16+00:00,10.1.5.97,104.18.6.202,80,17,1650
2025-10-26T11:04:18+00:00,10.1.5.97,151.101.193.140,443,6,8969
2025-10-26T11:04:18+00:00,10.1.5.33,23.45.67.89,8443,17,1614
2025-10-26T11:04:18+00:00,10.1.5.55,104.18.6.202,53,6,17772
2025-10-26T11:04:20+00:00,10.1.5.108,23.45.67.89,8080,6,12856
2025-10-26T11:04:21+00:00,10.1.5.55,151.101.193.140,53,6,16271
2025-10-26T11:04:22+00:00,10.1.5.55,172.217.14.228,80,6,1796
2025-10-26T11:04:22+00:00,10.1.5.55,104.18.6.202,22,6,12367
2025-10-26T11:04:24+00:00,10.1.5.33,151.101.193.140,8443,6,9505
2025-10-26T11:04:25+00:00,10.1.5.97,104.18.7.203,80,6,12983
2025-10-26T11:04:28+00:00,10.1.5.121,151.101.193.140,53,6,8311
2025-10-26T11:04:28+00:00,10.1.5.55,172.217.14.228,22,6,6923
2025-10-26T11:04:29+00:00,10.1.5.33,104.18.7.203,443,6,3111
2025-10-26T11:04:31+00:00,10.1.5.55,151.101.193.140,53,6,11473
2025-10-26T11:04:33+00:00,10.1.5.97,104.18.5.201,8080,6,8384
2025-10-26T11:04:34+00:00,10.1.5.97,104.18.7.203,8443,6,8167
2025-10-26T11:04:34+00:00,10.1.5.55,104.18.6.202,53,17,13664
2025-10-26T11:04:34+00:00,10.1.5.97,104.18.6.202,22,6,3724
2025-10-26T11:04:37+00:00,10.1.5.55,23.45.67.89,443,17,17736
2025-10-26T11:04:40+00:00,10.1.5.55,104.18.5.201,8443,17,9488
2025-10-26T11:04:40+00:00,10.1.5.33,151.101.193.140,53,6,18291
2025-10-26T11:04:40+00:00,10.1.5.44,151.101.193.140,53,17,16234
2025-10-26T11:04:40+00:00,10.1.5.55,151.101.193.140,80,17,5299
2025-10-26T11:04:40+00:00,10.1.5.55,104.18.6.202,443,6,5593
2025-10-26T11:04:40+00:00,10.1.5.121,23.45.67.89,22,6,13538
2025-10-26T11:04:42+00:00,10.1.5.97,104.18.7.203,80,6,8016
2025-10-26T11:04:43+00:00,10.1.5.97,104.18.7.203,53,17,9282
2025-10-26T11:04:45+00:00,10.1.5.121,104.18.6.202,8080,6,19549
2025-10-26T11:04:47+00:00,10.1.5.55,104.18.6.202,443,6,7593
2025-10-26T11:04:48+00:00,10.1.5.121,104.18.7.203,443,6,18503
2025-10-26T11:04:49+00:00,10.1.5.33,23.45.67.89,22,17,4433
2025-10-26T11:04:49+00:00,10.1.5.121,104.18.7.203,8080,6,15332
2025-10-26T11:04:51+00:00,10.1.5.121,151.101.193.140,8443,17,9491
2025-10-26T11:04:52+00:00,10.1.5.108,104.18.5.201,22,17,6307
2025-10-26T11:04:52+00:00,10.1.5.108,104.18.6.202,22,17,1859
2025-10-26T11:04:53+00:00,10.1.5.44,104.18.5.201,22,6,9403
2025-10-26T11:04:53+00:00,10.1.5.44,104.18.7.203,80,6,2547
2025-10-26T11:04:55+00:00,10.1.5.55,151.101.193.140,8080,6,2986
2025-10-26T11:04:55+00:00,10.1.5.121,172.217.14.228,443,6,11319
2025-10-26T11:04:56+00:00,10.1.5.108,104.18.7.203,53,17,13985
2025-10-26T11:04:56+00:00,10.1.5.97,104.18.6.202,53,17,15467
2025-10-26T11:04:59+00:00,10.1.5.33,151.101.193.140,53,6,19695
2025-10-26T11:05:00+00:00,10.1.5.121,104.18.7.203,80,6,16927
2025-10-26T11:05:01+00:00,10.1.5.108,23.45.67.89,443,17,4443
2025-10-26T11:05:01+00:00,10.1.5.108,172.217.14.228,80,17,5811
2025-10-26T11:05:03+00:00,10.1.5.121,172.217.14.228,443,17,6850
2025-10-26T11:05:03+00:00,10.1.5.97,104.18.6.202,53,6,19325
2025-10-26T11:05:03+00:00,10.1.5.55,104.18.6.202,8080,17,7992
2025-10-26T11:05:04+00:00,10.1.5.97,23.45.67.89,80,17,9088
2025-10-26T11:05:04+00:00,10.1.5.44,104.18.5.201,8080,6,15967
2025-10-26T11:05:07+00:00,10.1.5.55,23.45.67.89,443,6,14781
2025-10-26T11:05:07+00:00,10.1.5.33,104.18.6.202,80,17,13304
2025-10-26T11:05:08+00:00,10.1.5.33,104.18.7.203,8080,6,5371
2025-10-26T11:05:08+00:00,10.1.5.44,23.45.67.89,22,17,15499
2025-10-26T11:05:08+00:00,10.1.5.121,104.18.7.203,22,6,8947
2025-10-26T11:05:10+00:00,10.1.5.33,172.217.14.228,80,17,10717
2025-10-26T11:05:10+00:00,10.1.5.108,172.217.14.228,8443,17,6082
2025-10-26T11:05:11+00:00,10.1.5.108,104.18.7.203,80,6,15006
2025-10-26T11:05:11+00:00,10.1.5.55,104.18.7.203,443,17,7599
2025-10-26T11:05:11+00:00,10.1.5.33,104.18.5.201,80,6,12140
2025-10-26T11:05:12+00:00,10.1.5.33,104.18.5.201,80,6,1022
2025-10-26T11:05:12+00:00,10.1.5.44,104.18.5.201,8080,17,18270
2025-10-26T11:05:13+00:00,10.1.5.44,104.18.6.202,80,17,19079
2025-10-26T11:05:15+00:00,10.1.5.55,104.18.5.201,443,17,2859
2025-10-26T11:05:15+00:00,10.1.5.121,172.217.14.228,8443,17,5005
2025-10-26T11:05:16+00:00,10.1.5.108,104.18.6.202,8080,17,12934
2025-10-26T11:05:17+00:00,10.1.5.121,104.18.7.203,22,17,5766
2025-10-26T11:05:18+00:00,10.1.5.121,172.217.14.228,8443,17,6555
2025-10-26T11:05:19+00:00,10.1.5.97,23.45.67.89,22,17,7070
2025-10-26T11:05:23+00:00,10.1.5.108,104.18.7.203,53,17,6136
2025-10-26T11:05:24+00:00,10.1.5.33,23.45.67.89,80,6,2806
2025-10-26T11:05:26+00:00,10.1.5.97,104.18.7.203,443,6,18281
2025-10-26T11:05:28+00:00,10.1.5.55,151.101.193.140,53,6,8429
2025-10-26T11:05:29+00:00,10.1.5.55,151.101.193.140,8443,17,14674
2025-10-26T11:05:29+00:00,10.1.5.108,172.217.14.228,80,17,12567
2025-10-26T11:05:30+00:00,10.1.5.44,23.45.67.89,53,6,3551
2025-10-26T11:05:31+00:00,10.1.5.121,104.18.7.203,22,6,14717
2025-10-26T11:05:31+00:00,10.1.5.121,23.45.67.89,8080,17,15607
2025-10-26T11:05:31+00:00,10.1.5.108,104.18.6.202,8443,17,1577
2025-10-26T11:05:32+00:00,10.1.5.33,151.101.193.140,8443,17,15164
2025-10-26T11:05:33+00:00,10.1.5.33,104.18.6.202,8080,17,15183
2025-10-26T11:05:36+00:00,10.1.5.97,151.101.193.140,53,17,1618
2025-10-26T11:05:36+00:00,10.1.5.55,104.18.7.203,8443,6,12740
2025-10-26T11:05:39+00:00,10.1.5.97,198.51.100.202,443,6,87
2025-10-26T11:05:40+00:00,10.1.5.108,104.18.7.203,443,6,17884
2025-10-26T11:05:41+00:00,10.1.5.55,104.18.7.203,443,17,9478
2025-10-26T11:05:42+00:00,10.1.5.33,151.101.193.140,8080,17,9573
2025-10-26T11:05:42+00:00,10.1.5.55,151.101.193.140,80,6,2958
2025-10-26T11:05:42+00:00,10.1.5.108,151.101.193.140,80,6,1116
2025-10-26T11:05:43+00:00,10.1.5.55,104.18.6.202,80,17,12907
2025-10-26T11:05:47+00:00,10.1.5.44,151.101.193.140,22,6,6423
2025-10-26T11:05:47+00:00,10.1.5.33,104.18.5.201,443,6,4188
2025-10-26T11:05:48+00:00,10.1.5.44,104.18.7.203,22,17,18268
2025-10-26T11:05:50+00:00,10.1.5.121,172.217.14.228,443,17,7511
2025-10-26T11:05:52+00:00,10.1.5.108,23.45.67.89,8080,17,3967
2025-10-26T11:05:53+00:00,10.1.5.121,104.18.7.203,8080,6,11348
2025-10-26T11:05:55+00:00,10.1.5.97,172.217.14.228,8443,17,13766
